model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_100_0	0.02093405624477737	0.010029002900290029	0.024854758078692467	0.32573257325732574	0.013217957496381232	0.01465975878658047	0.05919576468066536	2056.0	0.1527955976756048	0.011684203882940017	0.026658514496423424
