model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_60_0	0.014575404667453577	0.014661466146614665	0.007261876887925104	0.1251125112511251	0.01745183645348662	0.004401422723930767	0.047670679766389334	839.0	0.2083487124275862	0.01591067643010291	0.010935532598263076
