model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_80_0	0.02065744032374721	0.00997099709970997	0.024611929384385268	0.33043304330433043	0.013194653107688296	0.014681642488316127	0.05886946674634349	1954.0	0.15218442716403738	0.01163168088260982	0.02688998535850684
