model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_60	0.23277636514342084	0.23672367236723674	0.05828946752441893	0.6478647864786479	0.27636596993032636	0.03879704604814343	0.443967730106344	1883.0	2.5195944989420744	0.21902676612986302	0.034584947291585566
