model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_100_7	0.2075566323375445	0.21182118211821185	0.05221665959319232	0.6118611861186118	0.2462729606293963	0.03475163820624054	0.40784745141180784	2794.0	2.307559141769534	0.19872899638439553	0.057291578154311074
