model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_40	0.22702964574934312	0.23132313231323132	0.05689540709446206	0.6383638363836384	0.2693019301930193	0.03785047936216439	0.43470180351368476	1855.0	2.457891442808571	0.21369421826428794	0.03369674808173828
