model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_100_9	0.17973908036577865	0.1251845184518452	0.15135826512304193	0.9017901790179018	0.17803415990876717	0.09658278246755854	0.4555952915080273	5516.0	1.580163059675684	0.13587561774021578	0.09744535247833008
