model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_100_47	0.21547201619478273	0.19984998499849987	0.09737955415448733	0.7887788778877888	0.2562932047172971	0.06266066654077787	0.4830652112830331	1500.0	2.220664720614877	0.19492495525153097	0.02417066173007898
