model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_100_19	0.20978929143879316	0.1954095409540954	0.09529347910942193	0.7868786878687869	0.2490534093091849	0.06120869762873414	0.47309540477857315	2396.0	2.2142505838136874	0.19253230309100408	0.040114925796498
