model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cf_20	0.18709463184134228	0.17617761776177618	0.08597341519362732	0.7584758475847585	0.22156121167672324	0.054563372519576055	0.43296932867889965	2641.0	1.9735024732652557	0.17177198326357565	0.043324109409985545
