model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_20_0	0.010326286843215942	0.01124112411241124	0.0027427351278460827	0.052005200520052	0.012580924759142579	0.0017467532962958721	0.027112711271127115	603.0	0.1514780868263949	0.011665141402926417	0.007670321226080246
