model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_reduced_cb_75_25	0.002879113929995974	0.002708270827082708	0.003181817178200324	0.06560656065606561	0.0027708346429897706	0.0016656377693409934	0.010144585504631706	1299.0	0.033027817475166754	0.0026430939088771814	0.01760312519737084
