model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_20_0	0.014927361175163086	0.0077747774777477754	0.0190126231163686	0.2846284628462846	0.009392297648525425	0.01076158981627294	0.040536460482011545	2004.0	0.11074675464627731	0.008497652133507757	0.02840482173551573
