model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_reduced_cb_25_75	0.0029778350135388786	0.0027482748274827483	0.003289645390414453	0.0664066406640664	0.0028769109957136243	0.0018064515596483833	0.010338710734345667	1385.0	0.033623719870141726	0.0026905108250965255	0.01815423460790999
