model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_reduced_cb_50_50	0.004386840094360776	0.0025142514251425144	0.0059732587287044244	0.1187118711871187	0.0029110394296758602	0.0034370178558111274	0.012173866866017643	1808.0	0.03381864194541027	0.0027038256413867375	0.026285218868137505
