model	nDCG	Precision	Recall	HR	MAP	MAR	MRR	ItemCoverage	EFD	EPC	Gini
predictions_cb_60_0	0.019855936941031452	0.009692969296929694	0.023848752837876346	0.3256325632563256	0.012755823689522106	0.014257604328626595	0.05663586488064349	1892.0	0.1466441994728989	0.011225369356912209	0.026882650215656168
